iter;run0_q0;run0_LSW;run0_smoothing;run1_q0;run1_LSW;run1_smoothing;run2_q0;run2_LSW;run2_smoothing;run3_q0;run3_LSW;run3_smoothing;run4_q0;run4_LSW;run4_smoothing;run5_q0;run5_LSW;run5_smoothing;run6_q0;run6_LSW;run6_smoothing;run7_q0;run7_LSW;run7_smoothing;run8_q0;run8_LSW;run8_smoothing;run9_q0;run9_LSW;run9_smoothing;run10_q0;run10_LSW;run10_smoothing;run11_q0;run11_LSW;run11_smoothing;run12_q0;run12_LSW;run12_smoothing;run13_q0;run13_LSW;run13_smoothing;run14_q0;run14_LSW;run14_smoothing;run15_q0;run15_LSW;run15_smoothing;run16_q0;run16_LSW;run16_smoothing;run17_q0;run17_LSW;run17_smoothing;run18_q0;run18_LSW;run18_smoothing;run19_q0;run19_LSW;run19_smoothing;run20_q0;run20_LSW;run20_smoothing;run21_q0;run21_LSW;run21_smoothing;run22_q0;run22_LSW;run22_smoothing;run23_q0;run23_LSW;run23_smoothing;run24_q0;run24_LSW;run24_smoothing;run25_q0;run25_LSW;run25_smoothing;run26_q0;run26_LSW;run26_smoothing;run27_q0;run27_LSW;run27_smoothing;run28_q0;run28_LSW;run28_smoothing;run29_q0;run29_LSW;run29_smoothing;run30_q0;run30_LSW;run30_smoothing;run31_q0;run31_LSW;run31_smoothing;run32_q0;run32_LSW;run32_smoothing;run33_q0;run33_LSW;run33_smoothing;run34_q0;run34_LSW;run34_smoothing;run35_q0;run35_LSW;run35_smoothing;run36_q0;run36_LSW;run36_smoothing;run37_q0;run37_LSW;run37_smoothing;run38_q0;run38_LSW;run38_smoothing;run39_q0;run39_LSW;run39_smoothing;run40_q0;run40_LSW;run40_smoothing;run41_q0;run41_LSW;run41_smoothing;run42_q0;run42_LSW;run42_smoothing;run43_q0;run43_LSW;run43_smoothing;run44_q0;run44_LSW;run44_smoothing;run45_q0;run45_LSW;run45_smoothing;run46_q0;run46_LSW;run46_smoothing;run47_q0;run47_LSW;run47_smoothing;run48_q0;run48_LSW;run48_smoothing;run49_q0;run49_LSW;run49_smoothing;run50_q0;run50_LSW;run50_smoothing
10;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0;0.27;2;0
11;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0;0.277;2;0
12;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0;0.284;2;0
13;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0;0.291;3;0
14;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0;0.298;3;0
15;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0;0.305;3;0
16;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0;0.312;3;0
17;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0;0.319;3;0
18;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0;0.326;3;0
19;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0;0.333;3;0
20;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0;0.34;3;0
21;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0;0.347;3;0
22;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0;0.354;3;0
23;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0;0.361;3;0
24;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0;0.368;3;0
25;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0;0.375;3;0
26;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0;0.382;3;0
27;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0;0.389;3;0
