4,4,4,4,4,4,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
12;11180516292616150398;581;13417.872208
0,15,14,30,7,26,17,36,23,21,22,5,4,2,35,16,29,8,31,18,32,37,6,3,33,11,27,20,34,28,10,25,9,38,19,1,12,39,13,24
4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3
13;13235578871255005297;590;12362.768541
0,24,13,15,7,26,14,30,17,39,37,32,3,6,31,18,9,12,25,1,34,28,10,27,20,11,33,19,38,21,22,8,29,16,35,23,36,5,2,4
3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
14;17784125318686945540;582;11640.955333
0,24,13,39,12,28,10,34,1,25,9,33,11,27,20,19,38,31,32,37,6,3,5,2,4,29,16,35,8,22,21,23,36,18,30,7,26,17,14,15
3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4
15;15956506419893335137;579;11856.82375
0,24,13,39,17,26,7,30,14,15,6,32,37,18,31,3,5,4,2,35,16,29,8,22,21,23,36,9,25,11,27,10,34,28,38,19,33,20,1,12
3,3,3,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
16;2899130862535483918;585;12502.544291
0,24,13,39,17,26,7,30,14,15,6,31,18,37,32,3,36,2,5,4,23,21,22,8,29,16,35,27,11,33,9,20,19,38,10,25,12,1,34,28
3,3,3,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
17;11850605890185619915;586;13685.533333
0,15,14,26,17,30,19,20,11,27,10,33,9,25,1,34,28,38,31,18,37,32,6,3,5,2,4,36,8,29,16,35,23,21,22,12,39,7,24,13
4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3
18;13353388233111958045;587;11250.104959
0,24,13,39,37,32,18,31,6,3,5,4,2,35,16,29,36,23,21,22,8,33,11,34,1,12,25,10,28,38,19,27,20,9,17,30,14,26,7,15
3,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4
19;6644193456908987648;584;12059.690875
0,15,14,30,7,26,17,36,5,22,8,29,16,35,2,4,23,21,32,37,18,31,6,3,33,9,20,34,1,25,11,27,19,10,28,38,12,39,13,24
4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3
20;9748498986499756733;585;12817.466791
0,24,13,39,30,17,26,7,15,14,27,11,33,20,19,10,25,1,34,28,38,12,9,37,32,18,31,6,3,5,2,4,36,8,29,16,35,23,21,22
3,3,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
21;9610614758425770644;580;12686.627042
0,24,13,39,17,26,7,15,14,30,19,38,28,10,34,1,12,25,9,33,11,27,20,8,31,18,37,32,6,3,5,22,21,36,23,35,16,29,2,4
3,3,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
22;16467222360164019310;583;13725.763584
0,15,26,17,14,30,36,23,21,22,8,29,16,35,4,2,5,3,6,32,37,18,31,38,19,27,10,28,34,11,33,20,1,25,9,12,39,7,24,13
4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
23;11726302834367551336;584;12921.165625
0,24,13,39,12,28,34,11,27,20,9,33,10,25,1,19,38,31,3,6,32,37,18,26,7,15,14,17,30,36,8,29,16,35,23,21,22,5,2,4
3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2
24;8896860786397106362;582;13365.333417
0,4,2,5,29,16,35,8,22,21,23,36,3,6,31,18,32,37,39,17,26,7,30,14,15,13,38,28,34,10,27,11,33,9,20,1,12,25,19,24
2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
25;6737285527070588895;585;13070.237458
0,24,13,39,17,30,14,26,7,15,3,20,9,12,1,25,19,33,11,27,10,34,28,38,37,32,18,31,6,2,5,35,16,29,8,22,21,23,36,4
3,3,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
26;11634350522773239934;582;11706.561875
0,15,7,26,17,14,30,6,3,37,32,18,31,38,28,10,34,11,25,9,33,20,27,19,1,12,39,13,24,2,5,36,23,21,22,8,29,16,35,4
4,4,4,4,4,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
27;7808547232002136844;586;13293.245875
0,15,7,26,17,14,30,18,24,13,39,27,20,12,1,19,10,33,9,25,11,34,28,38,31,37,32,6,3,5,2,36,23,21,22,8,29,35,16,4
4,4,4,4,4,4,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
28;3287009989320200796;575;13214.454333
0,24,13,39,17,26,7,15,14,30,19,1,34,11,25,12,9,33,20,27,10,28,38,31,18,32,37,6,3,5,2,35,16,29,8,22,21,23,36,4
3,3,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
29;8484872300069380217;583;13060.60075
0,15,14,17,26,7,30,6,31,18,32,37,8,29,16,35,23,36,21,22,4,2,5,3,20,27,10,19,38,28,34,1,25,11,33,9,12,39,13,24
4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3
30;8138020970177873692;582;12838.528209
0,24,13,39,17,26,7,15,14,30,19,38,9,12,1,25,10,28,34,11,33,20,27,3,31,18,32,37,6,2,5,36,8,29,16,35,23,21,22,4
3,3,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
31;16735953543485209995;581;13272.537292
0,15,14,30,7,26,17,39,13,24,19,38,28,10,27,20,11,34,1,12,25,9,33,31,18,37,32,3,6,2,5,36,23,21,22,8,35,16,29,4
4,4,4,4,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
32;957827445528146549;577;13738.846125
0,15,7,26,17,14,30,19,20,33,9,12,1,25,11,27,10,34,28,38,31,37,32,6,3,5,2,4,35,16,29,8,22,21,23,36,18,39,13,24
4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
33;9178821638437730898;589;12696.720375
0,15,13,39,17,26,7,30,14,6,31,18,37,32,3,5,36,23,21,22,4,2,35,16,29,8,33,11,27,20,1,12,9,25,10,34,28,38,19,24
4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
34;2354512119315649564;580;12667.393333
0,24,13,39,17,26,7,30,14,15,6,3,32,37,18,31,38,19,20,27,11,34,1,25,12,28,10,33,9,22,21,23,35,16,29,8,36,5,2,4
3,3,3,4,4,4,4,4,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
35;10160966691791677292;575;12704.93075
0,24,13,39,17,26,7,15,14,30,19,1,25,11,27,10,33,9,12,20,34,28,38,31,18,32,37,6,3,36,23,21,22,8,35,16,29,5,2,4
3,3,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
36;27474500062045820;585;13711.301
0,15,14,30,7,39,17,26,19,1,12,25,11,27,20,38,28,34,10,33,9,22,21,23,36,16,35,8,29,4,2,5,3,6,31,13,37,32,18,24
4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3
37;7844575079918988844;585;12551.544625
0,24,13,39,17,26,7,15,14,30,20,35,16,29,4,2,5,36,23,21,22,8,31,18,32,37,6,3,19,33,9,38,28,34,11,27,10,25,1,12
3,3,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38;15524044195614787644;580;11632.769291
0,13,24,19,38,28,34,1,20,33,10,27,11,25,12,9,22,21,23,36,8,29,16,35,2,4,5,3,6,31,18,32,37,39,17,26,7,30,14,15
3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4
39;4980590106503615414;585;12882.075417
0,13,24,7,39,30,17,26,14,15,6,32,37,18,31,3,19,38,28,10,27,11,25,12,1,34,20,33,9,22,21,23,36,8,29,16,35,2,5,4
3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
40;3943098024137922559;593;13467.065875
0,13,24,12,1,25,9,33,10,28,34,20,11,27,19,38,21,32,37,31,2,6,3,4,5,22,8,29,16,35,23,36,18,26,7,39,17,30,14,15
3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4
41;141425323448007506;592;12744.158334
0,24,11,39,17,26,7,30,14,6,15,13,38,19,27,20,34,28,10,25,1,12,9,33,3,5,36,23,21,22,4,2,35,16,29,8,31,18,37,32
3,3,3,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
42;16001952662412044218;574;12641.518583
0,24,13,39,17,26,7,15,14,30,35,16,29,8,22,21,23,36,4,2,5,3,6,31,18,32,37,9,12,25,1,19,38,28,34,11,20,33,10,27
3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43;6069959457317431616;586;12655.73775
0,24,10,13,39,17,26,7,15,14,30,35,16,29,5,2,4,36,23,21,22,8,37,32,18,31,6,3,27,11,34,28,38,19,33,9,20,12,1,25
3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44;2033442876187297925;588;12405.921375
0,24,13,39,17,26,7,15,14,30,36,23,21,22,4,2,5,35,16,29,8,12,9,33,11,25,1,34,28,10,27,20,19,38,37,32,18,31,3,6
3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
45;7223543130371895193;584;12833.247
0,13,24,11,39,17,26,7,15,14,30,19,27,20,33,9,12,25,1,34,10,28,38,21,32,37,18,31,6,3,5,2,22,8,29,16,35,23,36,4
3,3,3,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
46;4350234967155519396;582;13160.2935
0,24,13,39,12,20,9,25,1,34,10,28,38,19,27,11,33,31,37,32,6,3,5,2,4,22,21,23,35,16,29,8,36,18,30,7,26,17,14,15
3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4
47;10524526614539617298;583;11583.140167
0,24,10,13,39,17,26,7,30,14,15,6,31,18,32,37,3,27,19,38,28,34,11,33,9,12,25,1,20,5,2,35,16,29,8,22,21,23,36,4
3,3,3,3,4,4,4,4,4,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
48;3004527168784687515;583;10021.21175
0,24,13,39,17,14,15,7,26,18,30,19,1,25,12,9,33,20,27,11,34,10,28,38,21,32,37,31,6,3,36,23,35,16,29,8,22,5,2,4
3,3,3,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
49;3975454624479931874;583;11164.886541
0,15,14,7,26,17,30,6,31,18,37,32,3,5,2,4,22,21,23,36,16,35,29,8,20,27,11,33,9,12,25,1,34,10,28,38,19,39,13,24
4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3
50;1666912681748276242;580;10852.211958
0,15,14,39,17,26,7,30,19,38,28,34,1,12,25,10,27,11,33,20,9,22,21,23,36,8,35,16,29,4,2,5,3,6,32,37,31,18,24,13
4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,3
best;16001952662412044218;574;12641.518583
0,24,13,39,17,26,7,15,14,30,35,16,29,8,22,21,23,36,4,2,5,3,6,31,18,32,37,9,12,25,1,19,38,28,34,11,20,33,10,27
3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
