run;activation_index;cost_start;cost_end;improved;depth
3;7;271;271;0;0
14;7;271;271;0;0
2;8;271;271;0;0
9;7;272;272;0;0
15;7;271;271;0;0
12;7;271;271;0;0
4;7;271;271;0;0
0;7;271;271;0;0
7;7;271;271;0;0
11;7;271;271;0;0
10;7;271;271;0;0
6;7;271;271;0;0
8;8;273;273;0;0
5;7;271;271;0;0
1;8;271;271;0;0
13;7;271;271;0;0
16;1;276;276;0;0
18;1;277;277;0;0
21;1;273;273;0;0
22;1;274;274;0;0
19;1;278;271;1;0
17;1;278;274;1;1
25;1;275;273;1;1
20;1;282;275;1;1
24;1;281;275;1;2
16;2;282;271;1;1
22;2;277;273;1;2
23;1;283;273;1;2
19;2;279;276;1;1
18;2;281;271;1;2
26;1;286;274;1;2
20;2;271;271;0;1
29;1;278;278;0;0
24;2;271;271;0;1
21;2;278;271;1;2
27;1;283;271;1;2
25;2;281;276;1;2
16;3;275;275;0;1
17;2;277;274;1;2
22;3;276;276;0;1
31;1;286;271;1;0
28;1;280;271;1;2
23;2;273;271;1;1
19;3;276;273;1;2
26;2;273;273;0;1
29;2;283;275;1;1
20;3;273;271;1;2
27;2;282;272;1;1
21;3;274;274;0;1
22;4;273;273;0;1
30;1;283;273;1;2
18;3;271;271;0;1
16;4;273;273;0;1
23;3;271;271;0;1
28;2;274;273;1;1
31;2;274;273;1;2
27;3;271;271;0;1
24;3;278;271;1;2
29;3;276;274;1;2
25;3;277;271;1;2
17;3;274;273;1;2
28;3;275;274;1;1
26;3;276;275;1;1
31;3;272;271;1;1
30;2;281;271;1;3
29;4;271;271;0;1
30;3;276;275;1;1
19;4;273;273;0;0
30;4;271;271;0;1
20;4;271;271;0;0
22;5;273;273;0;0
21;4;274;274;0;0
18;4;271;271;0;0
16;5;273;273;0;0
23;4;271;271;0;0
27;4;271;271;0;0
24;4;271;271;0;0
17;4;273;273;0;0
28;4;274;274;0;0
26;4;275;275;0;0
31;4;271;271;0;0
25;4;271;271;0;0
29;5;271;271;0;0
21;5;273;273;0;1
30;5;271;271;0;0
28;5;273;273;0;1
26;5;273;273;0;1
20;5;271;271;0;0
19;5;273;273;0;0
18;5;271;271;0;0
22;6;273;273;0;0
16;6;273;273;0;0
27;5;271;271;0;0
23;5;271;271;0;0
24;5;271;271;0;0
31;5;271;271;0;0
17;5;273;273;0;0
25;5;271;271;0;0
29;6;271;271;0;0
21;6;271;271;0;0
30;6;271;271;0;0
28;6;273;273;0;0
26;6;273;273;0;0
20;6;271;271;0;0
19;6;273;273;0;0
22;7;273;273;0;0
18;6;271;271;0;0
27;6;271;271;0;0
23;6;271;271;0;0
16;7;273;271;1;1
31;6;271;271;0;0
17;6;273;273;0;0
24;6;271;271;0;0
25;6;271;271;0;0
26;7;271;271;0;1
29;7;271;271;0;0
21;7;271;271;0;0
30;7;271;271;0;0
28;7;273;273;0;0
20;7;271;271;0;0
22;8;273;273;0;0
19;7;273;273;0;0
18;7;271;271;0;0
27;7;271;271;0;0
23;7;271;271;0;0
31;7;271;271;0;0
16;8;271;271;0;0
17;7;273;273;0;0
24;7;271;271;0;0
32;1;283;273;1;1
36;1;282;278;1;0
38;1;275;275;0;0
33;1;283;276;1;2
34;1;286;271;1;1
25;7;271;271;0;0
35;1;280;271;1;1
40;1;286;274;1;0
43;1;280;280;0;0
39;1;284;274;1;1
42;1;278;274;1;1
36;2;279;274;1;1
33;2;280;276;1;1
38;2;274;277;0;2
44;1;282;274;1;0
39;2;274;274;0;1
29;8;271;271;0;0
34;2;271;271;0;1
45;1;283;274;1;0
41;1;283;273;1;2
36;3;276;276;0;1
33;3;278;278;0;1
37;1;284;276;1;3
40;2;281;278;1;2
32;2;278;271;1;3
35;2;277;271;1;3
38;3;275;275;0;1
42;2;274;274;0;1
43;2;277;271;1;2
40;3;271;271;0;1
33;4;273;273;0;1
34;3;273;273;0;1
39;3;271;271;0;1
32;3;271;271;0;1
45;2;281;277;1;2
44;2;278;273;1;1
46;1;283;272;1;2
47;1;286;274;1;2
43;3;271;271;0;1
36;4;275;271;1;2
41;2;274;274;0;1
38;4;271;271;0;1
37;2;272;273;0;2
34;4;271;271;0;1
46;2;276;273;1;2
42;3;277;273;1;3
45;3;275;271;1;2
47;2;279;273;1;2
42;4;271;271;0;1
46;3;274;273;1;1
47;3;272;272;0;1
35;3;273;273;0;0
32;4;271;271;0;0
33;5;273;273;0;0
39;4;271;271;0;0
44;3;273;273;0;0
40;4;271;271;0;0
43;4;271;271;0;0
41;3;274;274;0;0
38;5;271;271;0;0
36;5;271;271;0;0
37;3;274;274;0;0
34;5;271;271;0;0
45;4;271;271;0;0
46;4;273;273;0;0
42;5;271;271;0;0
33;6;271;271;0;1
47;4;272;272;0;0
41;4;271;271;0;1
35;4;273;273;0;0
37;4;273;273;0;1
44;4;273;273;0;0
39;5;271;271;0;0
32;5;271;271;0;0
43;5;271;271;0;0
40;5;271;271;0;0
46;5;271;271;0;1
38;6;271;271;0;0
36;6;271;271;0;0
45;5;271;271;0;0
34;6;271;271;0;0
47;5;271;271;0;1
42;6;271;271;0;0
33;7;271;271;0;0
41;5;271;271;0;0
37;5;273;273;0;0
35;5;273;273;0;0
39;6;271;271;0;0
32;6;271;271;0;0
43;6;271;271;0;0
44;5;273;271;1;1
46;6;271;271;0;0
40;6;271;271;0;0
38;7;271;271;0;0
36;7;271;271;0;0
45;6;271;271;0;0
47;6;271;271;0;0
34;7;271;271;0;0
42;7;271;271;0;0
33;8;271;271;0;0
41;6;271;271;0;0
37;6;273;273;0;0
39;7;271;271;0;0
35;6;273;273;0;0
32;7;271;271;0;0
43;7;271;271;0;0
44;6;271;271;0;0
46;7;271;271;0;0
45;7;271;271;0;0
38;8;271;271;0;0
36;8;271;271;0;0
40;7;271;271;0;0
48;1;283;274;1;0
49;1;283;273;1;0
48;2;273;273;0;1
47;7;271;271;0;0
50;1;283;275;1;0
49;2;275;275;0;1
48;3;274;274;0;1
50;2;282;275;1;2
49;3;273;273;0;1
50;3;274;274;0;1
50;4;271;271;0;1
48;4;272;272;0;0
49;4;273;273;0;0
50;5;271;271;0;0
48;5;272;272;0;0
49;5;273;273;0;0
50;6;271;271;0;0
48;6;271;271;0;1
49;6;273;273;0;0
50;7;271;271;0;0
48;7;271;271;0;0
49;7;273;273;0;0
50;8;271;271;0;0
