0,9,2,6,1,16,11,30,29,17,18,7,34,28,39,44,22,32,24,43,37,14,26,5,41,31,35,20,23,4,13,12,42,3,36,27,38,25,33,21,40,8,19,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
26;11634350522773239934;564;16716.119834
0,15,10,40,31,33,21,38,19,2,44,24,22,32,20,43,37,41,27,25,26,5,14,12,35,23,4,36,42,3,13,8,30,28,34,29,17,39,7,18,11,16,1,6,9
4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
27;7808547232002136844;561;15618.072375
0,6,15,10,38,7,33,21,40,19,12,13,4,36,3,42,31,35,23,20,41,37,25,26,5,14,1,11,16,8,9,2,29,17,18,30,28,34,27,39,43,24,44,22,32
4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0
28;3287009989320200796;558;16992.660333
0,6,40,21,38,19,10,33,15,12,23,20,35,31,36,4,13,3,42,24,32,22,44,43,37,41,28,25,26,5,14,1,16,8,9,2,11,18,17,34,27,39,7,29,30
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29;8484872300069380217;559;15813.127875
0,6,15,19,40,31,33,10,38,12,35,23,4,36,42,3,13,8,34,27,39,28,30,2,9,7,29,17,18,11,16,1,14,5,26,25,41,37,44,21,22,24,43,20,32
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0
30;8138020970177873692;561;15347.928125
0,40,21,38,19,10,33,15,12,35,31,42,23,3,13,4,36,24,43,20,32,22,44,39,28,30,29,17,34,7,16,11,18,8,9,2,6,1,14,5,26,25,27,41,37
4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
31;16735953543485209995;547;17061.780458
0,9,7,34,8,16,1,11,18,17,29,25,30,28,39,43,24,32,22,44,37,41,5,26,14,12,35,20,23,4,13,3,42,31,36,27,38,10,40,21,33,15,19,2,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
32;957827445528146549;562;15820.248917
0,9,7,29,17,34,28,39,8,30,18,11,16,1,14,5,26,25,41,37,43,24,32,22,21,44,2,13,4,36,3,42,12,23,20,35,31,33,19,38,27,40,10,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
33;9178821638437730898;557;15769.185709
0,6,15,10,40,27,38,19,33,12,13,4,36,3,42,31,35,23,20,41,37,25,26,5,14,1,18,17,29,30,28,34,8,16,11,2,9,7,39,43,24,21,44,22,32
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0
34;2354512119315649564;562;16055.928625
0,6,15,33,19,38,10,40,27,36,31,35,12,13,4,23,3,42,24,43,21,44,22,32,20,41,37,25,26,5,14,1,18,17,34,8,9,2,16,11,30,28,39,7,29
4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
35;10160966691791677292;558;16853.636625
0,6,15,10,19,33,31,40,21,38,27,44,22,32,24,43,39,8,30,28,34,29,17,18,7,9,2,11,16,1,14,5,41,37,25,26,35,20,23,4,36,3,13,12,42
4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
36;27474500062045820;555;14780.914125
0,6,15,10,33,31,40,19,38,12,35,20,23,4,13,3,42,36,27,34,7,9,8,16,11,2,39,28,30,18,17,29,1,14,5,26,25,41,37,44,21,43,24,22,32
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0
37;7844575079918988844;551;15908.064083
0,6,15,10,19,33,21,40,27,38,25,35,31,36,3,23,4,13,12,42,24,43,20,32,22,44,37,41,5,26,14,1,18,17,29,39,8,30,28,34,2,11,16,7,9
4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
38;15524044195614787644;547;16112.648542
0,6,1,16,11,18,17,29,34,28,30,8,9,7,39,44,22,32,24,43,37,41,25,26,5,14,12,35,20,23,3,13,4,36,42,31,33,21,40,27,38,2,19,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
39;4980590106503615414;559;15405.574
0,6,15,33,31,40,21,38,10,19,2,44,22,32,24,43,37,41,25,26,5,14,12,42,17,35,20,23,3,13,4,36,27,34,29,1,16,11,8,39,28,30,18,7,9
4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
40;3943098024137922559;558;15410.9775
0,38,21,40,31,33,10,19,15,12,35,17,23,4,13,3,36,42,24,43,27,44,22,32,20,26,25,37,41,5,14,1,6,2,39,8,16,11,18,30,28,34,29,7,9
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
41;141425323448007506;566;14744.967958
0,6,2,19,15,33,25,38,10,40,20,32,22,44,21,43,24,42,36,31,35,3,23,4,13,12,37,41,5,26,14,1,16,7,34,28,39,27,30,29,17,18,11,8,9
4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
42;16001952662412044218;559;15637.739417
0,29,17,18,11,1,16,7,9,8,30,28,34,27,39,43,24,22,32,20,44,37,41,25,26,5,14,12,35,23,4,36,42,3,13,2,6,38,21,33,31,40,10,19,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
43;6069959457317431616;560;15895.836958
0,29,7,9,8,34,25,30,28,39,17,18,11,16,1,14,26,5,41,37,12,42,3,13,4,36,31,35,23,20,43,24,32,22,44,27,40,21,33,15,10,38,19,2,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4
44;2033442876187297925;562;14174.32925
0,9,2,11,16,1,18,17,29,25,30,28,34,8,39,44,20,43,24,22,32,3,36,4,13,12,42,31,35,23,26,14,5,37,41,27,38,7,33,21,40,19,10,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
45;7223543130371895193;565;14266.708
0,6,15,33,21,40,10,19,38,27,36,3,13,4,23,12,35,31,42,24,43,20,32,22,44,29,41,37,25,26,5,14,1,16,11,2,30,17,18,7,34,28,39,8,9
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
46;4350234967155519396;553;15234.389292
0,29,7,9,6,1,18,11,16,8,30,28,34,2,39,43,24,32,22,44,37,41,25,26,5,14,12,13,4,23,3,42,17,35,31,36,27,38,20,33,21,40,19,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
47;10524526614539617298;554;16736.065125
0,35,12,23,4,13,3,36,42,24,44,22,32,20,43,39,2,11,18,17,29,30,28,34,7,9,8,16,1,14,5,26,25,37,41,27,38,21,40,31,33,10,19,15,6
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
48;3004527168784687515;549;12841.172667
0,6,1,16,2,9,8,30,29,17,18,7,34,28,39,43,24,32,22,21,44,37,41,25,26,5,14,12,35,23,4,13,3,42,36,27,38,20,33,31,40,10,19,11,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
49;3975454624479931874;553;13950.314458
0,38,27,40,21,33,19,10,15,12,13,4,23,3,36,42,31,35,20,26,25,37,41,5,14,1,6,2,11,16,8,9,7,18,30,29,17,34,28,39,44,22,32,24,43
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0
50;1666912681748276242;557;13145.184792
0,6,15,10,40,19,38,20,33,12,13,4,23,3,35,31,36,42,37,41,25,26,5,14,1,11,16,7,9,2,29,17,18,8,30,28,34,27,39,43,24,21,44,22,32
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0
best;16735953543485209995;547;17061.780458
0,9,7,34,8,16,1,11,18,17,29,25,30,28,39,43,24,32,22,44,37,41,5,26,14,12,35,20,23,4,13,3,42,31,36,27,38,10,40,21,33,15,19,2,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
